name,dialogue,season,episode
aurora,...All of a sudden we realised we were in Yammon.,1,6
chandler,"Oh, I'm sorry, so 'we' is?",1,6
aurora,'We' would be me and Rick.,1,6
joey,Who's Rick?,1,6
chandler,Who's Rick?,1,6
aurora,My husband.,1,6
all,Ooh.,1,6
chandler,"Oh, so you are divorced?",1,6
aurora,No.,1,6
chandler,"Oh, I'm sorry, then you are widowed?...Hopefully?",1,6
aurora,"No, I'm still married.",1,6
chandler,"So tell me, how do- how do you think your husband would feel about you sitting here with me?...Sliding your foot so far up my pant leg you can count the change in my pocket?",1,6
aurora,"Don't worry. I imagine he'd be okay with you because really, he's okay with Ethan.",1,6
chandler,"Ethan? There's, there's an Ethan?",1,6
aurora,Mmm... Ethan is my... boyfriend.,1,6
all,What?!,1,6
chandler,"So explain something to me here, uh, what kind of a relationship do you imagine us having if you already have a husband and a boyfriend?",1,6
aurora,I suppose mainly sexual.,1,6
chandler,...Hm.,1,6
monica,Oh. I'm sorry it didn't work out.,1,6
chandler,What 'not work out'? I'm seeing her again on Thursday. Didn't you listen to the story?,1,6
monica,"Didn't you listen to the story? I mean, this is twisted! How could you get involved with a woman like this?",1,6
chandler,"Well, you know, I had some trouble with it at first too, but the way I look at it is, I get all the good stuff",1,6
phoebe,"Oh, yeah. That is not true. Ross, is this your fantasy?",1,6
ross,"No, of course not!  ...Yeah, yeah, it is.",1,6
monica,What? So you guys don't mind going out with someone else who's going out with someone else?,1,6
joey,I couldn't do it.,1,6
monica,"Good for you, Joey.",1,6
joey,"When I'm with a woman, I need to know that I'm going out with more people than she is.",1,6
ross,"Well, you know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-",1,6
ross,"Fine. Fine, alright, now you'll never know.",1,6
monica,"We're kidding. C'mon, tell us!",1,6
all,Yeah! C'mon!,1,6
ross,"Alright. There's a theory, put forth by Richard Leakey-",1,6
rachel,Tah-daaah!,1,6
chandler,Are we greeting each other this way now? Because I like that.,1,6
rachel,"Look! I cleaned! I did the windows, I did the floors... I even used all the attachments on the vacuum, except that little round one with the bristles, I don't know what that is for.",1,6
ross,"Oh yeah, nobody knows. And we're not supposed to ask.",1,6
rachel,"Well, what do you think?",1,6
all,Very clean! It looks great! Terrific!,1,6
monica,...Oh! I-I see you moved the green ottoman.,1,6
all,Uh-oh...,1,6
monica,How-how did that happen?,1,6
rachel,"I don't know.. I-I thought it looked better there. And I- and also, it's an extra seat around the coffee table.",1,6
monica,"Yeah, yeah, it's interesting.. but you know what? Just for fun, let's see what it looked like in the old spot.  Alright, just to compare. Let's see. Well, it looks good there too. Let's just leave it there for a while.",1,6
phoebe,I can't believe you tried to move the green ottoman.,1,6
chandler,"Thank God you didn't try to fan out the magazines. I mean, she'll scratch your eyes right out.",1,6
monica,"You guys, I am not that bad!",1,6
phoebe,"Yeah, you are, Monica. Remember when I lived with you? You were like, a little, you know,  Ree! Ree! Ree! Ree!",1,6
monica,That is so unfair!,1,6
ross,"Oh c'mon! When we were kids, yours was the only Raggedy Ann doll that wasn't raggedy!",1,6
monica,"Okay, so I'm responsible, I'm organised. But hey, I can be a kook.",1,6
ross,"Alright, you madcap gal. Try to imagine this. The phone bill arrives, but you don't pay it right away.",1,6
monica,Why not?,1,6
ross,Because you are a kook! Instead you wait until they send you a notice.,1,6
monica,I could do that.,1,6
rachel,"Okay, uh, you let me go grocery shopping, and I buy laundry detergent, but it's not the one with the easy-pour spout.",1,6
monica,Why would someone do that?! ...One might wonder.,1,6
chandler,"Someone's left a glass on the coffee table. There's no coaster. It's a cold drink, it's a hot day. Little beads of condensation are inching their way closer and closer to the surface of the wood...",1,6
monica,STOP IT!! ...Oh my God. It's true! Who am I?,1,6
ross,Monica? you are Mom.,1,6
phoebe,Ree! Ree! Ree! Ree! Ree!,1,6
joey,"Uh huh.. uh huh... oh my God! Okay! Okay, I'll be there!  That was my agent.  My agent has just gotten me a job...in the new Al Pacino movie!",1,6
all,Oh my God! Woah!,1,6
monica,"Well, what's the part?",1,6
joey,"Can you believe this? Al Pacino! This guy's the reason I became an actor! ""I'm out of order? Pfeeeh. you are out of order! This whole courtroom's out of order!""",1,6
phoebe,"Seriously, what-what's the part?",1,6
joey,"""Just when I thought I was out, they pull me back in!""",1,6
ross,"C'mon, seriously, Joey, what's the part?",1,6
joey,...I'm his,1,6
rachel,"..you are, you are 'mah mah mah' what?",1,6
joey,"...I'm his butt double. 'Kay? I play Al Pacino's butt. Alright? He goes into the shower, and then- I'm his butt.",1,6
monica,Oh my God.,1,6
joey,"C'mon, you guys. This is a real movie, and Al Pacino's in it, and that is big!",1,6
chandler,"Oh no, it's terrific, it's... it's...you know, you deserve this, after all your years of struggling, you've finally been able to crack your way into showbusiness.",1,6
joey,"Okay, okay, fine! Make jokes, I don't care! This is a big break for me!",1,6
ross,"you are right, you are right, it is...So you going to invite us all to the big opening?",1,6
monica,"Alright, alright, alright...",1,6
joey,Here. I need to borrow some moisturizer.,1,6
monica,For what?,1,6
joey,What do you think? Today's the big day!,1,6
monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",1,6
joey,Thank you!,1,6
chandler,Where's Joey? His mom's on the phone.,1,6
monica,He's in the bathroom. I don't think you want to go in there!,1,6
chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",1,6
monica,I warned you...,1,6
rachel,Who is being loud?,1,6
chandler,"Oh, that would be Monica. Hey, listen, I want to borrow a couple of things, Aurora spent the night, I really want to make her breakfast.",1,6
monica,"Oh, you got the whole night, huh?",1,6
chandler,"Yeah, well, I only have twenty minutes until Ethan, so, you know..",1,6
rachel,"Ooh, do I sense a little bit of resentment?",1,6
chandler,"No, no resentment, believe me, it's worth it. Okay? You know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",1,6
monica,"Sure. Oh, um, Chandler? You know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not going to do that.",1,6
director,"...Dammit, hire the girl!  Okay, everybody ready?",1,6
joey,"Uh, listen, I just want to thank you for this great opportunity.",1,6
director,Lose the robe.,1,6
joey,Me?,1,6
director,That would work.,1,6
joey,Right. Okay. Losing the robe.  And the robe is lost.,1,6
director,"Okay, everybody, we'd like to get this in one take, please. Let's roll it.. water's working .. and... action.",1,6
director,"And cut. Hey, Butt Guy, what the hell are you doing?",1,6
joey,"Well, I'm- I'm showering.",1,6
director,"No, that was clenching.",1,6
joey,"Oh. Well, the way I see it, the guy's upset here, you know? I mean, his wife's dead, his brother's missing... I think his butt would be angry here.",1,6
director,"I think his butt would like to get this shot before lunch. Once again, rolling... water working... and action....and cut. What was that?",1,6
joey,I was going for quiet desperation. But if you have to ask...,1,6
chandler,"God, I love these fingers...",1,6
aurora,Thank you.,1,6
chandler,"No, actually I meant my fingers. Look at them, look at how happy they are.",1,6
aurora,"Oh my God, I'm late.",1,6
chandler,"Oh no nonononononnononono, don't go..",1,6
aurora,Okay.,1,6
chandler,Don't go.,1,6
aurora,"Okay. Oh no, I have to.",1,6
chandler,"Too bad, she's leaving.",1,6
aurora,I'm sorry. He'll be waiting for me.,1,6
chandler,"Well, I thought- I thought you talked to Rick.",1,6
aurora,It's not Rick.,1,6
chandler,"What, Ethan? He got to spend the whole day with you!",1,6
aurora,"No, it's-it's Andrew.",1,6
chandler,"I know there'll be many moments in the years to come when I'll regret asking the following question, but- And Andrew is?",1,6
aurora,He's... new.,1,6
chandler,"Oh, so what you are saying is you are not completely fulfilled by Rick, Ethan and myself?",1,6
aurora,"No, that is not exactly what I was..",1,6
chandler,"Well, you know, most women would kill for three guys like us.",1,6
aurora,So what do you want?,1,6
chandler,You.,1,6
aurora,You have me!,1,6
chandler,"No no, just you.",1,6
aurora,What do you mean?,1,6
chandler,Lose the other guys.,1,6
aurora,"...Like, ...all of them?",1,6
chandler,"C'mon, we're great together, why not?",1,6
aurora,"Why can't we just have what we have now? Why can't we just talk, and laugh, and make love, without feeling obligated to one another... and up until tonight I thought that is what you wanted too.",1,6
chandler,"...Well, you know, part of me wants that, but it's like I'm two guys, you know? I mean, one guy's going 'Shut up! This is great!' But there's this other guy. Actually it's the same guy that wells up every time that Grinch's heart grows three sizes and breaks that measuring device... And he's saying, you know, 'This is too hard! Get out! Get out!'",1,6
aurora,So... which one of the two guys will you listen to?,1,6
chandler,"I don't know, I-I have to listen to both of them, they don't exactly let each other finish...",1,6
aurora,Which one?,1,6
chandler,...The second guy.,1,6
aurora,"Well, call me if you change your mind.",1,6
chandler,"Sorry, the first guy runs the lips.",1,6
ross,Look at it this way,1,6
all,Hey!,1,6
monica,"Hey, wait wait, aren't you the guy that plays the butt in the new Al Pacino movie?",1,6
joey,Nope.,1,6
ross,"No? What happened, big guy?",1,6
chandler,"""Big guy?""",1,6
ross,It felt like a 'big guy' moment.,1,6
joey,I got fired.,1,6
all,Oh!,1,6
joey,"Yeah, they said I acted too much with it. I told everybody about this! Now everybody's going to go to the theatre, expecting to see me, and...",1,6
rachel,"Oh, Joey, you know what, no-one is going to be able to tell.",1,6
joey,My mom will.,1,6
chandler,Something so sweet and...disturbing about that.,1,6
joey,"You know, I've done nothing but crappy plays for six years. And I finally get my shot, and I blow it!",1,6
monica,Maybe this wasn't your shot.,1,6
ross,"Yeah, I mean... I think when it's your shot, you know, you-you know it's your shot. Did it... feel like your shot..?",1,6
joey,"Hard to tell, I was naked.",1,6
phoebe,"No, I don't think this was your shot. I mean, I don't even think you just get one shot. I really believe big things are going to happen for you, I do! You've got to just keep thinking about the day that some kid is going to run up to his friends and go 'I got the part! I got the part! I'm going to be Joey Tribbiani's ass!'.",1,6
joey,Yeah? that is so nice!,1,6
monica,"I'm sorry, Joey. I'm going to go to bed, guys.",1,6
all,Night.,1,6
rachel,"Uh, Mon, you-you going to leave your shoes out here?",1,6
monica,Uh-huh!,1,6
rachel,Really? Just casually strewn about in that reckless haphazard manner?,1,6
monica,"Doesn't matter, I'll get them tomorrow. Or not. Whenever.",1,6
ross,She is a kook.,1,6
monica,"If it bothers you that much, just go out and get the shoes. No. Don't do this. This is stupid! I don't have to prove anything, I'm going to go get them...But then everyone will know. Unless I get them, and then wake up really early and put them back! ...I need help!",1,6
rachel,"Everybody? Shh, shhh. Uh... Central Perk is proud to present the music of Miss Phoebe Buffay.",1,7
phoebe,"Hi. Um, I want to start with a song that is about that moment when you suddenly realize what life is all about. OK, here we go.  OK, thank you very much.",1,7
chandler,"Oh, great. This is just...",1,7
rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",1,7
monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",1,7
rachel,"Wow, you guys, this is big.",1,7
monica,"Pants and a sweater? Why, mom? Who am I going to meet in a blackout? Power company guys? Eligible looters? Could we talk about this later? OK.",1,7
phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,1,7
phoebe,"Well, I never call me.",1,7
chandler,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",1,7
jill,"Hi Mom, it's Jill.",1,7
chandler,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!  Is it a vestibule? Maybe it's an atrium. Oh, yeah, that is the part to focus on, you idiot!",1,7
jill,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",1,7
chandler,Jill says vestibule... I'm going with vestibule.,1,7
jill,"I'm fine. No, I'm not alone... I don't know, some guy.",1,7
chandler,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was some guy.",1,7
